"","CODE_TYPE","CODE_TYPE_CDM","CODE","CODE_LABEL","CODEGRP","CODEGRP_LABEL"
"332","RXNORM","RX","1052928","diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"333","RXNORM","RX","1053258","brompheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"334","RXNORM","RX","1053618","chlorpheniramine maleate 0.4 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"335","RXNORM","RX","1053624","chlorpheniramine maleate 1 MG / pseudoephedrine hydrochloride 15 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"336","RXNORM","RX","1085945","diphenhydramine hydrochloride 50 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"337","RXNORM","RX","1086443","chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"338","RXNORM","RX","1086463","chlorpheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"339","RXNORM","RX","1086720","diphenhydramine hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"340","RXNORM","RX","1086750","acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"341","RXNORM","RX","1086991","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"342","RXNORM","RX","1087459","12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended Release Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"343","RXNORM","RX","1087607","acetaminophen 500 MG / diphenhydramine hydrochloride 50 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"344","RXNORM","RX","1089822","acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"345","RXNORM","RX","1089968","acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"346","RXNORM","RX","1090443","chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"347","RXNORM","RX","1090463","brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"348","RXNORM","RX","1090699","chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"349","RXNORM","RX","1092189","acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"350","RXNORM","RX","1092373","acetaminophen 33.3 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"351","RXNORM","RX","1092398","aspirin 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"352","RXNORM","RX","1093075","acetaminophen 325 MG / diphenhydramine hydrochloride 50 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"353","RXNORM","RX","1093098","diphenhydramine hydrochloride 25 MG Disintegrating Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"354","RXNORM","RX","1094131","acetaminophen 65 MG/ML / dextromethorphan hydrobromide 2 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"355","RXNORM","RX","1094350","dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"356","RXNORM","RX","1094355","doxylamine succinate 1.25 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"357","RXNORM","RX","1094434","phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"358","RXNORM","RX","1094549","acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"359","RXNORM","RX","1098443","{10 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 10 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"360","RXNORM","RX","1098496","acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"361","RXNORM","RX","1098497","brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"362","RXNORM","RX","1098498","brompheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"363","RXNORM","RX","1099308","pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydrochloride 0.25 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"364","RXNORM","RX","1099446","pseudoephedrine hydrochloride 60 MG / triprolidine hydrochloride 2.5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"365","RXNORM","RX","1099653","dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 10 MG/ML / triprolidine hydrochloride 0.938 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"366","RXNORM","RX","1099659","phenylephrine hydrochloride 10 MG / triprolidine hydrochloride 2.5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"367","RXNORM","RX","1099668","pseudoephedrine hydrochloride 10 MG/ML / triprolidine hydrochloride 0.938 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"368","RXNORM","RX","1099684","triprolidine hydrochloride 0.25 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"369","RXNORM","RX","1099719","pseudoephedrine hydrochloride 30 MG / triprolidine hydrochloride 1.25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"370","RXNORM","RX","1099872","acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"371","RXNORM","RX","1101439","doxylamine succinate 5 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"372","RXNORM","RX","1101446","doxylamine succinate 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"373","RXNORM","RX","1101457","doxylamine succinate 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"374","RXNORM","RX","1101555","{12 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 16 (acetaminophen 500 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"375","RXNORM","RX","1111065","brompheniramine maleate 0.8 MG/ML / chlophedianol hydrochloride 5 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"376","RXNORM","RX","1111171","12 HR belladonna alkaloids 0.24 MG / chlorpheniramine maleate 8 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"377","RXNORM","RX","1111440","chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"378","RXNORM","RX","1112220","chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"379","RXNORM","RX","1112489","chlorpheniramine maleate 1 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"380","RXNORM","RX","1112864","acetaminophen 325 MG / chlorpheniramine maleate 2 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"381","RXNORM","RX","1112906","{10 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 10 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"382","RXNORM","RX","1112908","{12 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"383","RXNORM","RX","1113397","acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"384","RXNORM","RX","1113522","acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"385","RXNORM","RX","1114361","chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"386","RXNORM","RX","1114838","chlorpheniramine maleate 2 MG/ML / phenylephrine hydrochloride 5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"387","RXNORM","RX","1115329","dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"388","RXNORM","RX","1117245","acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"389","RXNORM","RX","1117392","chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"390","RXNORM","RX","1147795","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"391","RXNORM","RX","1148155","brompheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"392","RXNORM","RX","1190174","chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"393","RXNORM","RX","1190448","12 HR diphenhydramine hydrochloride 100 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"394","RXNORM","RX","1190580","codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"395","RXNORM","RX","1190600","dexbrompheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 2 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"396","RXNORM","RX","1190931","acetaminophen 650 MG / dexbrompheniramine maleate 2 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"397","RXNORM","RX","1193293","acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"398","RXNORM","RX","1233546","{20 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 20 (acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"399","RXNORM","RX","1233575","acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"400","RXNORM","RX","1234386","dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"401","RXNORM","RX","1234941","chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"402","RXNORM","RX","1236048","diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"403","RXNORM","RX","1237110","acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"404","RXNORM","RX","1241829","acetaminophen 325 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"405","RXNORM","RX","1242240","chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"406","RXNORM","RX","1242618","acetaminophen 250 MG / doxylamine succinate 25 MG / salicylamide 150 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"407","RXNORM","RX","1244523","brompheniramine maleate 1.2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"408","RXNORM","RX","1244951","{10 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 10 (acetaminophen 325 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"409","RXNORM","RX","1245184","dimenhydrinate 25 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"410","RXNORM","RX","1245291","chlorpheniramine maleate 1 MG / dextromethorphan hydrobromide 5 MG / pseudoephedrine hydrochloride 15 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"411","RXNORM","RX","1245706","chlophedianol hydrochloride 4.8 MG/ML / chlorpheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"412","RXNORM","RX","1245722","brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"413","RXNORM","RX","1248057","phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"414","RXNORM","RX","1248354","diphenhydramine hydrochloride 1.67 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"415","RXNORM","RX","1250907","aspirin 500 MG / diphenhydramine citrate 38.3 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"416","RXNORM","RX","1250983","{8 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet) / 16 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"417","RXNORM","RX","1251802","brompheniramine maleate 1 MG / phenylephrine hydrochloride 2.5 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"418","RXNORM","RX","1251811","chlorpheniramine maleate 1 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"419","RXNORM","RX","1251928","acetaminophen 500 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"420","RXNORM","RX","1292342","acetaminophen 43.3 MG/ML / chlorpheniramine maleate 0.267 MG/ML / dextromethorphan hydrobromide 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"421","RXNORM","RX","1293239","dexchlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"422","RXNORM","RX","1293344","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"423","RXNORM","RX","1294201","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"424","RXNORM","RX","1294348","diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"425","RXNORM","RX","1294567","acetaminophen 500 MG / diphenhydramine hydrochloride 12.5 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"426","RXNORM","RX","1297288","acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"427","RXNORM","RX","1297390","chlorpheniramine maleate 2 MG / ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"428","RXNORM","RX","1297404","{8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"429","RXNORM","RX","1297517","diphenhydramine hydrochloride 25 MG / magnesium salicylate 580 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"430","RXNORM","RX","1297947","acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Powder","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"431","RXNORM","RX","1298226","dexchlorpheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"432","RXNORM","RX","1298348","acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"433","RXNORM","RX","1298433","dexchlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 3 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"434","RXNORM","RX","1299143","dexbrompheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"435","RXNORM","RX","1299646","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"436","RXNORM","RX","1299662","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"437","RXNORM","RX","1300164","dexbrompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"438","RXNORM","RX","1300195","dexbrompheniramine maleate 0.5 MG/ML / dextromethorphan hydrobromide 5 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"439","RXNORM","RX","1303797","dexbrompheniramine maleate 1 MG/ML / dextromethorphan hydrobromide 10 MG/ML / phenylephrine hydrochloride 5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"440","RXNORM","RX","1304105","brompheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"441","RXNORM","RX","1310503","chlorpheniramine maleate 4 MG / ibuprofen 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"442","RXNORM","RX","1311150","{32 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 16 (acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"443","RXNORM","RX","1313969","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"444","RXNORM","RX","1356113","{10 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 10 (acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"445","RXNORM","RX","1356797","brompheniramine maleate 4 MG / codeine phosphate 10 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"446","RXNORM","RX","1356800","brompheniramine maleate 4 MG / codeine phosphate 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"447","RXNORM","RX","1356804","brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"448","RXNORM","RX","1356807","brompheniramine maleate 4 MG / codeine phosphate 20 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"449","RXNORM","RX","1356812","brompheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / pseudoephedrine hydrochloride 40 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"450","RXNORM","RX","1356815","brompheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"451","RXNORM","RX","1356838","brompheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"452","RXNORM","RX","1356841","brompheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
